Transaction Date,Post Date,Description,Category,Type,Amount,Memo
3/4/2025,3/5/2025,2025 MEDTRONIC TWIN CI,Entertainment,Sale,-184.21,
3/5/2025,3/5/2025,CHEWY.COM,Pets,Sale,-19.24,
3/2/2025,3/4/2025,HIGH NOON SALOON,Food & Drink,Sale,-19.76,
3/2/2025,3/4/2025,HIGH NOON SALOON,Food & Drink,Sale,-19.76,
3/3/2025,3/4/2025,TST* BRASS RING BAR &amp; RES,Food & Drink,Sale,-131.64,
3/2/2025,3/3/2025,NYTIMES DISC*,Bills & Utilities,Sale,-4.02,
3/1/2025,3/3/2025,DOMINO'S 2108,Food & Drink,Sale,-20.82,
2/28/2025,3/2/2025,EXXON WATTS MART,Gas,Sale,-10.68,
3/1/2025,3/2/2025,EXXON WATTS MART,Gas,Sale,-20.3,
3/1/2025,3/2/2025,NATT SPIL,Food & Drink,Sale,-75.14,
2/27/2025,2/28/2025,AMAZON MKTPL*RO3GC1IA3,Shopping,Sale,-38.57,
2/27/2025,2/28/2025,PICK N SAVE #179,Groceries,Sale,-39.59,
2/26/2025,2/27/2025,UW TS PARKING RAMP EMV,Travel,Sale,-7,
2/25/2025,2/26/2025,EXXON WATTS MART,Gas,Sale,-20.3,
2/25/2025,2/26/2025,SQ *RUTH ELLEN SAUL  LLC,Health & Wellness,Sale,-45,
2/22/2025,2/23/2025,EVERAI,Shopping,Sale,-9.99,
2/22/2025,2/23/2025,SQ *WISCONSIN BREWING COM,Food & Drink,Sale,-64.8,
2/21/2025,2/23/2025,PARKING UTILITY SMART MET,Travel,Sale,-0.55,
2/21/2025,2/23/2025,EXXON WATTS MART,Gas,Sale,-20.3,
2/22/2025,2/23/2025,TST* GARTH'S BREW BAR,Food & Drink,Sale,-32.73,
2/20/2025,2/21/2025,WL *STEAM PURCHASE,Entertainment,Sale,-23.72,
2/20/2025,2/21/2025,PICK N SAVE #179,Groceries,Sale,-43.13,
2/20/2025,2/21/2025,PARKING UTILITY SMART MET,Travel,Sale,-4,
2/19/2025,2/20/2025,NJ EZPASS,Travel,Sale,-25,
2/19/2025,2/20/2025,NJ EZPASS,Travel,Sale,-25,
2/19/2025,2/20/2025,EVERAI,Shopping,Sale,-12.99,
2/17/2025,2/19/2025,STARBUCKS 15622 3900708,Food & Drink,Sale,-3.95,
2/17/2025,2/19/2025,REFUEL PANTRY - MOHAWK,Gas,Sale,-14.97,
2/17/2025,2/19/2025,SUNOCO 0733186100,Gas,Sale,-44,
2/18/2025,2/19/2025,NJ EZPASS,Travel,Sale,-25,
2/18/2025,2/19/2025,NJ EZPASS,Travel,Sale,-25,
2/17/2025,2/19/2025,DAVES HOT CHICKEN 1134,Food & Drink,Sale,-21.68,
2/17/2025,2/19/2025,EXXON WATTS MART,Gas,Sale,-20.3,
2/18/2025,2/19/2025,INTUIT *TURBOTAX,Shopping,Sale,-88,
2/17/2025,2/19/2025,EXXON WATTS MART,Gas,Sale,-37.8,
2/17/2025,2/18/2025,EXXON 7-ELEVEN 34712,Gas,Sale,-44.56,
2/17/2025,2/18/2025,PICK N SAVE #179,Groceries,Sale,-43.85,
2/17/2025,2/18/2025,UBER   *TRIP,Travel,Sale,-26.81,
2/16/2025,2/18/2025,SUNOCO 0501837900,Gas,Sale,-53.29,
2/16/2025,2/18/2025,SUNOCO 0501837900,Gas,Sale,-4.29,
2/15/2025,2/17/2025,DAVES HOT CHICKEN 1279,Food & Drink,Sale,-44.99,
2/15/2025,2/17/2025,JOE CANAL'S,Food & Drink,Sale,-31.97,
2/16/2025,2/17/2025,SUNOCO 8000011302,Gas,Sale,-45.15,
2/16/2025,2/17/2025,SUNOCO 8000011302,Gas,Sale,-12.72,
2/15/2025,2/16/2025,Spectrum,Bills & Utilities,Sale,-59.99,
2/14/2025,2/16/2025,TST*CHESTNUT HILL BREWIN,Food & Drink,Sale,-21.5,
2/14/2025,2/16/2025,SUNOCO 8000011302,Gas,Sale,-12.72,
2/14/2025,2/16/2025,STARBUCKS STORE 71903,Food & Drink,Sale,-6.81,
2/15/2025,2/16/2025,HLU*HULUPLUS,Bills & Utilities,Sale,-21.09,
2/13/2025,2/14/2025,TST* BITCHIN' KITTEN BREW,Food & Drink,Sale,-34.25,
2/12/2025,2/13/2025,SHOPRITE LAWRNCVLLE S1,Groceries,Sale,-23.18,
2/12/2025,2/13/2025,SQ *BROCK &amp; COMPANY  INC.,Food & Drink,Sale,-4,
2/10/2025,2/11/2025,SUNOCO 8000011302,Gas,Sale,-25.23,
2/10/2025,2/11/2025,INFOCUS URGENT CARE OF WE,Health & Wellness,Sale,-28,
2/10/2025,2/11/2025,GEICO  *AUTO,Bills & Utilities,Sale,-65.94,
2/10/2025,2/11/2025,CVS/PHARMACY #00817,Health & Wellness,Sale,-55.96,
2/9/2025,2/10/2025,TARGET        00011510,Shopping,Sale,-46.07,
2/9/2025,2/10/2025,NJ EZPASS,Travel,Sale,-25,
2/9/2025,2/10/2025,SUNOCO 8000011302,Gas,Sale,-38.04,
2/8/2025,2/9/2025,CVS/PHARMACY #00817,Health & Wellness,Sale,-37.28,
2/8/2025,2/9/2025,NJ EZPASS,Travel,Sale,-25,
2/7/2025,2/9/2025,SQ *BROCK &amp; COMPANY  INC.,Food & Drink,Sale,-4,
2/6/2025,2/9/2025,PROPERTYREC.COM,Shopping,Sale,-20,
2/7/2025,2/9/2025,NJ EZPASS,Travel,Sale,-25,
2/6/2025,2/7/2025,CVS/PHARMACY #00817,Health & Wellness,Sale,-18.77,
2/6/2025,2/7/2025,INFOCUS URGENT CARE OF WE,Health & Wellness,Sale,-31,
2/6/2025,2/7/2025,SUNOCO 8000011302,Gas,Sale,-25.23,
2/6/2025,2/7/2025,MCDONALD'S F28524,Food & Drink,Sale,-11.93,
2/5/2025,2/6/2025,CHEWY.COM,Pets,Sale,-24.47,
2/4/2025,2/5/2025,NJ EZPASS,Travel,Sale,-25,
2/3/2025,2/5/2025,STARBUCKS 75857 4201008,Food & Drink,Sale,-3.92,
2/3/2025,2/5/2025,SUNOCO 0816609200,Gas,Sale,-44.5,
2/3/2025,2/4/2025,CHIPOTLE 3400,Food & Drink,Sale,-11.57,
2/2/2025,2/4/2025,SUNOCO 0309194900,Gas,Sale,-25.31,
2/3/2025,2/4/2025,MADISON GAS &amp; ELECTRIC CO,Bills & Utilities,Sale,-35.04,
2/2/2025,2/4/2025,BURGER KING #18122,Food & Drink,Sale,-12.6,
2/3/2025,2/4/2025,SHOPRITE LAWRNCVLLE S1,Groceries,Sale,-25.41,
2/3/2025,2/4/2025,ALLIANT ENERGY - WPL,Bills & Utilities,Sale,-38.43,
2/2/2025,2/4/2025,SUNOCO 0672922200,Gas,Sale,-41.19,
2/2/2025,2/4/2025,SUNOCO 0309194900,Gas,Sale,-34.34,
2/1/2025,2/3/2025,KWIK TRIP #410,Gas,Sale,-37.93,
2/2/2025,2/3/2025,NYTIMES DISC*,Bills & Utilities,Sale,-4.02,
2/2/2025,2/3/2025,UBER   *TRIP,Travel,Sale,-24.91,
1/31/2025,2/2/2025,TARGET        00010603,Shopping,Sale,-105.49,
1/31/2025,2/2/2025,KWIK TRIP #1038,Gas,Sale,-17.1,
1/30/2025,1/31/2025,TST* HOP HAUS BREWING COM,Food & Drink,Sale,-43.97,
1/30/2025,1/31/2025,UW TS PARKING RAMP EMV,Travel,Sale,-4,
1/28/2025,1/30/2025,CASEYS #3586,Gas,Sale,-20.58,
1/28/2025,1/30/2025,CASEYS #3586,Gas,Sale,-31.4,
1/28/2025,1/29/2025,PICK N SAVE #179,Groceries,Sale,-12.07,
1/27/2025,1/29/2025,PROPERTYREC.COM,Shopping,Sale,-1,
1/26/2025,1/29/2025,CHANG JIANG,Food & Drink,Sale,-27.08,
1/26/2025,1/29/2025,STARBUCKS STORE 68681,Food & Drink,Sale,-19.3,
1/24/2025,1/28/2025,CITY VIEW LIQUOR,Food & Drink,Sale,-21.09,
1/25/2025,1/28/2025,TST* MONK'S MIDDLETON,Food & Drink,Sale,-53.02,
1/24/2025,1/26/2025,PICK N SAVE #179,Groceries,Sale,-23.19,
1/24/2025,1/26/2025,EXXON WATTS MART,Gas,Sale,-20.3,
1/22/2025,1/23/2025,WL *STEAM PURCHASE,Entertainment,Sale,-15.81,
1/21/2025,1/22/2025,DOMINO'S 2108,Food & Drink,Sale,-19.76,
1/20/2025,1/22/2025,EXXON WATTS MART,Gas,Sale,-20.3,
1/20/2025,1/21/2025,TST*CREMA CAFE - MADISON,Food & Drink,Sale,-4.96,
1/19/2025,1/20/2025,SAKE ALL YOU CAN EAT,Food & Drink,Sale,-38.59,
1/19/2025,1/20/2025,TARGET        00010603,Shopping,Sale,-8.76,
1/17/2025,1/19/2025,PICK N SAVE #179,Groceries,Sale,-10.44,
1/17/2025,1/19/2025,ULTRASIGNUP,Running,Sale,-348.75,
1/16/2025,1/17/2025,EXXON WATTS MART,Gas,Sale,-22.61,
1/16/2025,1/17/2025,UW TS PARKING RAMP EMV,Travel,Sale,-4,
1/15/2025,1/16/2025,HLU*HULUPLUS,Bills & Utilities,Sale,-21.09,
1/15/2025,1/16/2025,PICK N SAVE #179,Groceries,Sale,-71.98,
1/15/2025,1/16/2025,Spectrum,Bills & Utilities,Sale,-56.99,
1/12/2025,1/13/2025,EXXON WATTS MART,Gas,Sale,-20.3,
1/12/2025,1/13/2025,PICK N SAVE #179,Groceries,Sale,-33.42,
1/12/2025,1/13/2025,EXXON WATTS MART,Gas,Sale,-33.36,
1/11/2025,1/12/2025,SQ *HOT LUNCH,Food & Drink,Sale,-48.09,
1/11/2025,1/12/2025,CHEWY.COM,Pets,Sale,-59.28,
1/10/2025,1/12/2025,TST* HOP HAUS BREWING COM,Food & Drink,Sale,-54.28,
1/10/2025,1/12/2025,GEICO  *AUTO,Bills & Utilities,Sale,-65.94,
1/11/2025,1/12/2025,SQ *THE ROBIN ROOM,Food & Drink,Sale,-81,
1/10/2025,1/12/2025,MENARDS MADISON WEST WI,Shopping,Sale,-24.19,
1/9/2025,1/10/2025,EXXON WATTS MART,Gas,Sale,-20.3,
1/9/2025,1/10/2025,TRAININGPEAKS  LLC,Shopping,Sale,-124.99,
1/8/2025,1/9/2025,CHEWY.COM,Pets,Sale,-84.39,
1/6/2025,1/8/2025,PARKSIDE PUB LTD,Food & Drink,Sale,-25,
1/6/2025,1/7/2025,SQ *SALON 31,Health & Wellness,Sale,-33.75,
1/6/2025,1/7/2025,PICK N SAVE #179,Groceries,Sale,-71.68,
1/5/2025,1/7/2025,EXXON WATTS MART,Gas,Sale,-20.3,
1/5/2025,1/6/2025,NYTIMES DISC*,Bills & Utilities,Sale,-4.02,
1/3/2025,1/5/2025,SQ *CATERING AT OVERTURE,Food & Drink,Sale,-21.25,
1/4/2025,1/5/2025,PICK N SAVE #179,Groceries,Sale,-34.22,
1/4/2025,1/5/2025,EXXON WATTS MART,Gas,Sale,-10.68,
1/3/2025,1/5/2025,SQ *CATERING AT OVERTURE,Food & Drink,Sale,-9,
1/3/2025,1/5/2025,SQ *CATERING AT OVERTURE,Food & Drink,Sale,-27.6,
1/3/2025,1/5/2025,THE VILLAGE GREEN,Food & Drink,Sale,-13.4,
1/2/2025,1/3/2025,AMAZON MKTPL*ZE3Y72I41,Shopping,Sale,-47.63,
1/2/2025,1/3/2025,PICK N SAVE #179,Groceries,Sale,-44.38,
1/2/2025,1/3/2025,EXXON WATTS MART,Gas,Sale,-37.89,
1/2/2025,1/3/2025,MADISON GAS &amp; ELECTRIC CO,Bills & Utilities,Sale,-23.28,
1/2/2025,1/3/2025,ALLIANT ENERGY - WPL,Bills & Utilities,Sale,-41.98,
12/31/2024,1/2/2025,KWIK TRIP #410,Gas,Sale,-12.91,
12/31/2024,1/2/2025,KWIK TRIP #410,Gas,Sale,-42.3,
12/31/2024,1/1/2025,TST* KEYS CAFE - STILLWAT,Food & Drink,Sale,-29.23,
12/29/2024,12/31/2024,STARBUCKS STORE 66057,Food & Drink,Sale,-10.49,
12/30/2024,12/31/2024,TST* A&amp;W FRANCHISEE - STE,Food & Drink,Sale,-14.88,
12/29/2024,12/30/2024,RUBY THAI MALL OF AMERIC,Food & Drink,Sale,-36.36,
12/29/2024,12/30/2024,RUBY THAI MALL OF AMERIC,Food & Drink,Sale,-29.49,
12/29/2024,12/30/2024,LUCKYS - ROSEVILLE,Food & Drink,Sale,-44.57,
12/29/2024,12/30/2024,CASH WISE LIQUOR,Food & Drink,Sale,-23.06,
12/29/2024,12/30/2024,LEGO MALL OF AMERICA,Shopping,Sale,-441.52,
12/29/2024,12/30/2024,LUCKYS - ROSEVILLE,Food & Drink,Sale,-11.72,
12/28/2024,12/30/2024,MENARDS WEST ST PAUL MN,Shopping,Sale,-11.99,
12/29/2024,12/30/2024,SQ *NORTHWOODS CANDY EMPO,Groceries,Sale,-5.72,
12/28/2024,12/29/2024,BATTERIES PLUS - #0030,Shopping,Sale,-6.51,
12/26/2024,12/27/2024,HY-VEE F&amp;F OAKDALE 5462,Gas,Sale,-44.67,
12/24/2024,12/26/2024,St. Joseph School,Gifts & Donations,Sale,-150,
12/24/2024,12/25/2024,CUB FOODS - OAKDALE,Groceries,Sale,-25.97,
12/22/2024,12/24/2024,SHELL OIL 57444110902,Gas,Sale,-31.25,
12/22/2024,12/24/2024,SHELL OIL 57444110902,Gas,Sale,-9.82,
12/22/2024,12/24/2024,STARBUCKS STORE 02511,Food & Drink,Sale,-10.18,
12/22/2024,12/23/2024,EINSTEIN BAGELS 1382,Food & Drink,Sale,-11.69,
12/22/2024,12/23/2024,HERTZ CAR RENTAL,Travel,Sale,-443.07,
12/21/2024,12/23/2024,SUNOCO 0327962700,Gas,Sale,-12,
12/21/2024,12/23/2024,PY *BURGER FI,Food & Drink,Sale,-35.65,
12/22/2024,12/23/2024,HY-VEE OAKDALE 1462,Groceries,Sale,-21.96,
12/21/2024,12/23/2024,STARBUCKS STORE 07309,Food & Drink,Sale,-6.81,
12/22/2024,12/23/2024,HY-VEE OAKDALE 1462,Groceries,Sale,-36.73,
12/21/2024,12/23/2024,OLD TOWN PUB,Food & Drink,Sale,-49.5,
12/21/2024,12/22/2024,PRINCETON NJ PARKING,Travel,Sale,-1,
12/19/2024,12/22/2024,ALCHEMIST &amp; BARRISTER RES,Food & Drink,Sale,-19.48,
12/21/2024,12/22/2024,FSP*FLEET FEET PRINCETON,Health & Wellness,Sale,-98,
12/21/2024,12/22/2024,SUNOCO 8000011302,Gas,Sale,-25.32,
12/21/2024,12/22/2024,SHOPRITE NEPTUNE S1,Groceries,Sale,-5.32,
12/22/2024,12/22/2024,UBER   *TRIP,Travel,Sale,-46.55,
12/20/2024,12/22/2024,ON THE BORDER PRINCETO,Food & Drink,Sale,-208.28,
12/20/2024,12/22/2024,MCDONALD'S F28524,Food & Drink,Sale,-11.93,
12/19/2024,12/20/2024,SQ *BROCK &amp; COMPANY  INC.,Food & Drink,Sale,-12,
12/18/2024,12/20/2024,JOE CANAL'S,Food & Drink,Sale,-35.68,
12/19/2024,12/20/2024,NJ EZPASS,Travel,Sale,-25,
12/16/2024,12/18/2024,JOE CANAL'S,Food & Drink,Sale,-69.77,
12/16/2024,12/17/2024,SHOPRITE LAWRNCVLLE S1,Groceries,Sale,-32.66,
12/16/2024,12/17/2024,UBER   *TRIP,Travel,Sale,-51.96,
12/16/2024,12/17/2024,UBER   *TRIP,Travel,Sale,-13,
12/16/2024,12/17/2024,ROOTS,Food & Drink,Sale,-36.25,
12/16/2024,12/17/2024,MCDONALD'S F28524,Food & Drink,Sale,-14.91,
12/16/2024,12/16/2024,CHEWY.COM,Pets,Sale,-21.99,
12/15/2024,12/16/2024,TARGET        00010603,Shopping,Sale,-11.02,
12/15/2024,12/16/2024,Spectrum,Bills & Utilities,Sale,-56.99,
12/14/2024,12/15/2024,SPEEDWAY 04523,Gas,Sale,-12.93,
12/14/2024,12/15/2024,SPEEDWAY 04523,Gas,Sale,-39.68,
12/13/2024,12/15/2024,KWIK TRIP #1038,Gas,Sale,-35.06,
12/12/2024,12/13/2024,CHEWY.COM,Pets,Sale,-152.42,
12/10/2024,12/11/2024,AMAZON MKTPL*ZR7PB6IQ0,Shopping,Sale,-54.43,
12/10/2024,12/11/2024,NYTIMES DISC*,Bills & Utilities,Sale,-1.25,
12/10/2024,12/11/2024,HYTTOSUS,Shopping,Sale,-32,
12/10/2024,12/11/2024,CHEWY.COM,Pets,Sale,-253.82,
12/10/2024,12/11/2024,GEICO  *AUTO,Bills & Utilities,Sale,-65.94,
12/9/2024,12/10/2024,METRO MARKET #434,Groceries,Sale,-13.95,
12/8/2024,12/9/2024,SQ *AZTEC TAQUERIA,Food & Drink,Sale,-42.73,
12/8/2024,12/9/2024,TARGET        00010603,Shopping,Sale,-61.15,
12/6/2024,12/8/2024,PICK N SAVE #179,Groceries,Sale,-91.99,
12/7/2024,12/8/2024,WALMART.COM,Shopping,Sale,-104.53,
12/6/2024,12/8/2024,EXXON WATTS MART,Gas,Sale,-20.09,
12/5/2024,12/6/2024,SQ *THE ROBIN ROOM,Food & Drink,Sale,-38,
12/5/2024,12/6/2024,SQ *HOT LUNCH,Food & Drink,Sale,-20.94,
12/5/2024,12/6/2024,AWX*teachersgram.com,Shopping,Sale,-42.38,
12/5/2024,12/5/2024,Green Lantern Restaurant,Food & Drink,Sale,-54.86,
12/4/2024,12/5/2024,COLDAVENGER,Shopping,Sale,-65.52,
12/4/2024,12/5/2024,SP SYLVAN DESIGN CO,Shopping,Sale,-63,
12/2/2024,12/3/2024,PICK N SAVE #179,Groceries,Sale,-18.98,
12/2/2024,12/3/2024,PICK N SAVE #179,Groceries,Sale,-16.3,
12/2/2024,12/3/2024,ALLIANT ENERGY - WPL,Bills & Utilities,Sale,-70.92,
12/2/2024,12/3/2024,EXXON WATTS MART,Gas,Sale,-20.09,
12/2/2024,12/3/2024,EXXON WATTS MART,Gas,Sale,-33.22,
12/2/2024,12/3/2024,MADISON GAS &amp; ELECTRIC CO,Bills & Utilities,Sale,-20.31,
12/2/2024,12/3/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-21.99,
11/30/2024,12/2/2024,KWIK TRIP #410,Gas,Sale,-10.92,
11/29/2024,12/2/2024,THE STRAY DOG,Food & Drink,Sale,-6.96,
11/30/2024,12/2/2024,KWIK TRIP #410,Gas,Sale,-39.15,
11/29/2024,12/2/2024,THE STRAY DOG,Food & Drink,Sale,-8.96,
11/29/2024,12/2/2024,THE STRAY DOG,Food & Drink,Sale,-8.96,
12/1/2024,12/2/2024,PICK N SAVE #179,Groceries,Sale,-71.99,
11/28/2024,12/1/2024,SMM AUTO PARKING RAMP,Travel,Sale,-5,
11/29/2024,12/1/2024,MPLS,Travel,Sale,-0.25,
11/28/2024,11/29/2024,WL *Steam Purchase,Entertainment,Sale,-16.87,
11/27/2024,11/29/2024,THE HOME DEPOT #2810,Shopping,Sale,-6.16,
11/27/2024,11/29/2024,KWIK TRIP #1205,Gas,Sale,-27.18,
11/27/2024,11/28/2024,MCDONALD'S F2976,Food & Drink,Sale,-9.6,
11/27/2024,11/28/2024,KICKSTARTER.COM,Shopping,Sale,-16.02,
11/25/2024,11/26/2024,EXXON WATTS MART,Gas,Sale,-10.57,
11/25/2024,11/26/2024,EXXON WATTS MART,Gas,Sale,-14.66,
11/25/2024,11/26/2024,SQ *RUTH ELLEN SAUL  LLC,Health & Wellness,Sale,-15,
11/24/2024,11/25/2024,PICK N SAVE #179,Groceries,Sale,-107.29,
11/23/2024,11/25/2024,TST*EAGLE PARK BREWING C,Food & Drink,Sale,-19.51,
11/24/2024,11/25/2024,TST*EAGLE PARK BREWING C,Food & Drink,Sale,-19.58,
11/23/2024,11/24/2024,EXXON WATTS MART,Gas,Sale,-10.57,
11/22/2024,11/24/2024,SQ *SLEEPING FAWN RESORT,Entertainment,Sale,-206.12,
11/21/2024,11/22/2024,EXXON WATTS MART,Gas,Sale,-10.57,
11/21/2024,11/21/2024,NYTIMES DISC*,Bills & Utilities,Sale,-7.04,
11/19/2024,11/21/2024,KWIK TRIP #323,Gas,Sale,-10.92,
11/18/2024,11/19/2024,EXXON WATTS MART,Gas,Sale,-5.79,
11/18/2024,11/19/2024,PICK N SAVE #179,Groceries,Sale,-30.14,
11/18/2024,11/19/2024,EXXON WATTS MART,Gas,Sale,-10.57,
11/16/2024,11/18/2024,KWIK TRIP #323,Gas,Sale,-10.92,
11/16/2024,11/18/2024,TST*FREEHOUSE PUB,Food & Drink,Sale,-29.55,
11/16/2024,11/18/2024,Capital Brewery Events,Food & Drink,Sale,-16.8,
11/15/2024,11/17/2024,PICK N SAVE #179,Groceries,Sale,-18.98,
11/15/2024,11/17/2024,PICK N SAVE #179,Groceries,Sale,-47.1,
11/15/2024,11/17/2024,STONE PORCH ALEHOUSE,Food & Drink,Sale,-88.2,
11/15/2024,11/17/2024,Spectrum,Bills & Utilities,Sale,-56.99,
11/16/2024,11/17/2024,DISNEY MAX BUNDLE,Entertainment,Sale,-27.59,
11/15/2024,11/17/2024,EXXON WATTS MART,Gas,Sale,-28.14,
11/15/2024,11/15/2024,REI.COM  800-426-4840,Shopping,Sale,-58.66,
11/13/2024,11/14/2024,REVIBE GEAR,Shopping,Sale,-98.95,
11/12/2024,11/13/2024,EXXON WATTS MART,Gas,Sale,-20.09,
11/12/2024,11/13/2024,BYCE AND WORMAN FAMILY DE,Health & Wellness,Sale,-33.09,
11/12/2024,11/13/2024,AMAZON MKTPL*ON1XB7WK3,Shopping,Sale,-47.22,
11/10/2024,11/12/2024,KWIK TRIP #573,Gas,Sale,-37.74,
11/10/2024,11/11/2024,MCDONALD'S F10771,Food & Drink,Sale,-9.17,
11/10/2024,11/11/2024,GEICO  *AUTO,Bills & Utilities,Sale,-65.91,
11/8/2024,11/10/2024,TST* HOP HAUS BREWING COM,Food & Drink,Sale,-21.98,
11/9/2024,11/10/2024,EXXON WATTS MART,Gas,Sale,-13.66,
11/7/2024,11/8/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-31.64,
11/7/2024,11/8/2024,PICK N SAVE #179,Groceries,Sale,-45.82,
11/6/2024,11/7/2024,EXXON WATTS MART,Gas,Sale,-20.09,
11/4/2024,11/6/2024,KWIK TRIP #954,Gas,Sale,-10.92,
11/4/2024,11/6/2024,KWIK TRIP #954,Gas,Sale,-31.68,
11/4/2024,11/6/2024,CHINESE TAKEOUT,Shopping,Sale,-33.55,
11/4/2024,11/5/2024,ALLIANT ENERGY - WPL,Bills & Utilities,Sale,-108.28,
11/4/2024,11/5/2024,PICK N SAVE #179,Groceries,Sale,-72.58,
11/3/2024,11/4/2024,WALGREENS #2805,Health & Wellness,Sale,-10.8,
11/2/2024,11/4/2024,TARGET        00000687,Shopping,Sale,-140.91,
11/2/2024,11/4/2024,Everly,Food & Drink,Sale,-124.97,
11/2/2024,11/4/2024,KWIK TRIP #763,Gas,Sale,-38.05,
10/31/2024,11/3/2024,CASEYS #3586,Gas,Sale,-10.49,
11/1/2024,11/3/2024,STONE PORCH ALEHOUSE,Food & Drink,Sale,-39.96,
10/31/2024,11/3/2024,VERONA WINE CELLAR,Food & Drink,Sale,-44.28,
11/2/2024,11/3/2024,MCDONALD'S F36014,Food & Drink,Sale,-10.43,
11/3/2024,11/3/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-10,
10/31/2024,11/1/2024,MADISON GAS &amp; ELECTRIC CO,Bills & Utilities,Sale,-19.42,
10/30/2024,11/1/2024,DOMINO'S 2108,Food & Drink,Sale,-21.09,
10/30/2024,11/1/2024,KWIK TRIP #954,Gas,Sale,-10.92,
10/30/2024,10/31/2024,SPO*LONGTABLEBEERCAFE,Food & Drink,Sale,-22.59,
10/29/2024,10/30/2024,EXXON WATTS MART,Gas,Sale,-10.57,
10/28/2024,10/29/2024,SQ *SALON 31,Health & Wellness,Sale,-27,
10/27/2024,10/28/2024,TST* GARTH'S BREW BAR,Food & Drink,Sale,-34.58,
10/27/2024,10/28/2024,EXXON WATTS MART,Gas,Sale,-10.57,
10/27/2024,10/27/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-10,
10/24/2024,10/25/2024,SQ *WORKING DRAFT BEER CO,Food & Drink,Sale,-15.46,
10/23/2024,10/24/2024,PICK N SAVE #179,Groceries,Sale,-18.98,
10/22/2024,10/24/2024,CASEYS #3586,Gas,Sale,-12.17,
10/22/2024,10/24/2024,CASEYS #3586,Gas,Sale,-30.74,
10/24/2024,10/24/2024,NYTIMES DISC*,Bills & Utilities,Sale,-7.04,
10/22/2024,10/23/2024,CHIPOTLE 0533,Food & Drink,Sale,-30.75,
10/23/2024,10/23/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-14.64,
10/22/2024,10/23/2024,DEERGROVEVET.COM,Pets,Sale,-77,
10/22/2024,10/22/2024,DISNEY MAX BUNDLE,Entertainment,Sale,-17.92,
10/21/2024,10/22/2024,EXXON WATTS MART,Gas,Sale,-10.36,
10/20/2024,10/21/2024,PICK N SAVE #179,Groceries,Sale,-31.78,
10/20/2024,10/20/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-10,
10/18/2024,10/20/2024,EXXON WATTS MART,Gas,Sale,-10.36,
10/18/2024,10/18/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-16.87,
10/17/2024,10/18/2024,PICK N SAVE #179,Groceries,Sale,-46.51,
10/16/2024,10/18/2024,CASEYS #3586,Gas,Sale,-10.28,
10/17/2024,10/18/2024,HEIFER INTL,Gifts & Donations,Sale,-40,
10/16/2024,10/17/2024,ZEROCANCER,Gifts & Donations,Sale,-26.22,
10/15/2024,10/16/2024,Spectrum,Bills & Utilities,Sale,-56.99,
10/15/2024,10/16/2024,PICK N SAVE #179,Groceries,Sale,-54.79,
10/14/2024,10/16/2024,KWIK TRIP #954,Gas,Sale,-9.67,
10/15/2024,10/16/2024,TARGET        00010603,Shopping,Sale,-61.64,
10/15/2024,10/15/2024,CHEWY.COM,Pets,Sale,-24.47,
10/14/2024,10/15/2024,UW TS PARKING RAMP EMV,Travel,Sale,-6,
10/14/2024,10/15/2024,SQ *VALENTIA COFFEE,Food & Drink,Sale,-3.96,
10/13/2024,10/14/2024,SUSHI LOVER MADISON,Food & Drink,Sale,-74.08,
10/13/2024,10/14/2024,EXXON WATTS MART,Gas,Sale,-10.36,
10/13/2024,10/14/2024,STEAMGAMES.COM 4259522985,Entertainment,Sale,-21.09,
10/10/2024,10/13/2024,TIRES PLUS 244258,Automotive,Sale,-860.47,
10/12/2024,10/13/2024,PICK N SAVE #179,Groceries,Sale,-18.98,
10/12/2024,10/13/2024,PICK N SAVE #179,Groceries,Sale,-47.3,
10/13/2024,10/13/2024,ACTBLUE* HARRIS.VICTOR,Gifts & Donations,Sale,-10,
10/10/2024,10/11/2024,GEICO  *AUTO,Bills & Utilities,Sale,-68.13,
10/9/2024,10/11/2024,MARTA TVM     00000018,Travel,Sale,-3.5,
10/10/2024,10/11/2024,STEVE'S WINE BEER SPIRIT,Groceries,Sale,-37.96,
10/10/2024,10/11/2024,EXXON WATTS MART,Gas,Sale,-10.36,
10/8/2024,10/10/2024,ATLANTA MARGARITAVILLE,Food & Drink,Sale,-53.54,
10/9/2024,10/10/2024,MCDONALD'S F22821,Food & Drink,Sale,-5.21,
10/9/2024,10/10/2024,MCDONALD'S F22821,Food & Drink,Sale,-15.85,
10/9/2024,10/10/2024,TST* PARK BAR,Food & Drink,Sale,-29.97,
10/9/2024,10/10/2024,TEDS MONTANA GRILL 1,Food & Drink,Sale,-64.44,
10/8/2024,10/10/2024,Nativity of Our Lord,Gifts & Donations,Sale,-25,
10/8/2024,10/10/2024,Nativity of Our Lord,Gifts & Donations,Sale,-25,
